id,codigo,nombre,nombre_g,reg_sanitario,concentracion,desc_concentracion,presentacion,desc_presentacion,f_farmaceutica,nacionalidad,categoria,proveedor_id,users_id,cajon,estado,created_at,updated_at,proveedor,Actions,user,DT_RowAttr/style
867,c/r,ZOPICLONA 7.5 mg Comprimido,ZOPICLONA 7.5 mg Comprimido,ii-50709/2027,caja x30 mg,caja x30,caja x30 comprimido,x30,comprimido,Bolivia,Fraccionados A menor a 500,7,14,,activo,2020-02-08 16:12:00,2025-08-05 12:47:47,RAICES,"<a href=""javascript:void(0)"" data-bs-toggle=""modal"" onclick=""editarProducto(867)"" class="" btn btn-primary btn-sm"" title=""Editar""><i class=""fas fa-pen text-white""></i></a>&nbsp;&nbsp;<button type=""button"" name=""delete"" id=""867""  class=""delete btn btn-danger btn-sm""><i class=""fas fa-trash""></i></button>",ALVARO CABERO ALVAREZ,background-color:#343a40;color:white; text-transform:uppercase
2154,S/DES,PREGABAX PREGABALINA 75MG COMPRIMIDOS,PREGABALINA 75MG COMPRIMIDOS,II-53660/2020,75 gr,75,caja 30 comprimido,30,comprimido,India,Fraccionados A menor a 500,7,14,CAJON X,activo,2024-08-27 16:06:14,2024-08-27 16:06:14,RAICES,"<a href=""javascript:void(0)"" data-bs-toggle=""modal"" onclick=""editarProducto(2154)"" class="" btn btn-primary btn-sm"" title=""Editar""><i class=""fas fa-pen text-white""></i></a>&nbsp;&nbsp;<button type=""button"" name=""delete"" id=""2154""  class=""delete btn btn-danger btn-sm""><i class=""fas fa-trash""></i></button>",ALVARO CABERO ALVAREZ,background-color:#343a40;color:white; text-transform:uppercase
2174,S/DES,TERBINAFINA 250 MG COMPRIMIDOS,TERBINAFINA 250 MG COMPRIMIDOS,II-,COMPRIMIDO gr,COMPRIMIDO,caja 30 comprimido,30,comprimido,Bolivia,Fraccionados A menor a 500,7,14,CAJON X,activo,2024-09-20 12:25:06,2024-09-20 12:25:06,RAICES,"<a href=""javascript:void(0)"" data-bs-toggle=""modal"" onclick=""editarProducto(2174)"" class="" btn btn-primary btn-sm"" title=""Editar""><i class=""fas fa-pen text-white""></i></a>&nbsp;&nbsp;<button type=""button"" name=""delete"" id=""2174""  class=""delete btn btn-danger btn-sm""><i class=""fas fa-trash""></i></button>",ALVARO CABERO ALVAREZ,background-color:#343a40;color:white; text-transform:uppercase
2182,S/DES,SILDENAFIL 50 MG. COMPRIMIDOS,SILDENAFIL 50 MG. COMPRIMIDOS,II-,50 mg,50,caja 2 comprimido,2,comprimido,Bolivia,Fraccionados A menor a 500,7,14,CAJON X,activo,2024-10-08 10:18:27,2024-10-08 10:18:27,RAICES,"<a href=""javascript:void(0)"" data-bs-toggle=""modal"" onclick=""editarProducto(2182)"" class="" btn btn-primary btn-sm"" title=""Editar""><i class=""fas fa-pen text-white""></i></a>&nbsp;&nbsp;<button type=""button"" name=""delete"" id=""2182""  class=""delete btn btn-danger btn-sm""><i class=""fas fa-trash""></i></button>",ALVARO CABERO ALVAREZ,background-color:#343a40;color:white; text-transform:uppercase
2183,S/DES,CLOPIDOGREL 75MG COMPRIMIDOS,CLOPIDOGREL 75MG COMPRIMIDOS,II-,75 mg,75,caja 14 comprimido,14,comprimido,Bolivia,Fraccionados A menor a 500,7,14,CAJON X,activo,2024-10-08 10:19:34,2024-10-08 10:19:34,RAICES,"<a href=""javascript:void(0)"" data-bs-toggle=""modal"" onclick=""editarProducto(2183)"" class="" btn btn-primary btn-sm"" title=""Editar""><i class=""fas fa-pen text-white""></i></a>&nbsp;&nbsp;<button type=""button"" name=""delete"" id=""2183""  class=""delete btn btn-danger btn-sm""><i class=""fas fa-trash""></i></button>",ALVARO CABERO ALVAREZ,background-color:#343a40;color:white; text-transform:uppercase
1673,h-5-5,CARVEDILOL 6.25 MG COMPRIMIDOS,carvedilol 6.25 mg comprimidos,ii-68448/2019,6.25 mg,6.25,caja 30 comprimido,30,comprimido,Alemania,,7,14,,activo,2022-12-20 13:29:00,2025-07-02 18:31:04,RAICES,"<a href=""javascript:void(0)"" data-bs-toggle=""modal"" onclick=""editarProducto(1673)"" class="" btn btn-primary btn-sm"" title=""Editar""><i class=""fas fa-pen text-white""></i></a>&nbsp;&nbsp;<button type=""button"" name=""delete"" id=""1673""  class=""delete btn btn-danger btn-sm""><i class=""fas fa-trash""></i></button>",ALVARO CABERO ALVAREZ,background-color:#343a40;color:white; text-transform:uppercase
1701,S/C,AZITROMICINA 200MG/5ML POLVO P/SUSP 15 ML,AZITROMICINA 200MG/5ML POLVO P/SUSP 15 ml,II-28970/2020,200/5 mg/ml,200/5,caja X1 frasco,X1,frasco,Bolivia,,7,14,CAJA X,activo,2023-02-24 16:31:00,2025-05-26 14:51:41,RAICES,"<a href=""javascript:void(0)"" data-bs-toggle=""modal"" onclick=""editarProducto(1701)"" class="" btn btn-primary btn-sm"" title=""Editar""><i class=""fas fa-pen text-white""></i></a>&nbsp;&nbsp;<button type=""button"" name=""delete"" id=""1701""  class=""delete btn btn-danger btn-sm""><i class=""fas fa-trash""></i></button>",ALVARO CABERO ALVAREZ,background-color:#343a40;color:white; text-transform:uppercase
1713,S/C,ALENDRONATO SODICO 70MG,ALENDRONATO SODICO 70MG,II-35910/2018,70 mg,70,caja X 4 tabletas,X 4,tabletas,Colombia,Fraccionados A menor a 500,7,14,CAJA X,activo,2023-03-16 20:39:37,2025-07-02 17:59:22,RAICES,"<a href=""javascript:void(0)"" data-bs-toggle=""modal"" onclick=""editarProducto(1713)"" class="" btn btn-primary btn-sm"" title=""Editar""><i class=""fas fa-pen text-white""></i></a>&nbsp;&nbsp;<button type=""button"" name=""delete"" id=""1713""  class=""delete btn btn-danger btn-sm""><i class=""fas fa-trash""></i></button>",ALVARO CABERO ALVAREZ,background-color:#343a40;color:white; text-transform:uppercase
1732,S/C,ROSUVASTATINA 10 MG,ROSUVASTATINA 10 MG,II-42140/2016,10 gr,10,caja X 30 tabletas,X 30,tabletas,Colombia,Fraccionados A menor a 500,7,12,,activo,2023-04-19 14:14:18,2023-04-19 14:14:18,RAICES,"<a href=""javascript:void(0)"" data-bs-toggle=""modal"" onclick=""editarProducto(1732)"" class="" btn btn-primary btn-sm"" title=""Editar""><i class=""fas fa-pen text-white""></i></a>&nbsp;&nbsp;<button type=""button"" name=""delete"" id=""1732""  class=""delete btn btn-danger btn-sm""><i class=""fas fa-trash""></i></button>",ELIANA ROSARIO QUINTANILLA TABOADA,background-color:#343a40;color:white; text-transform:uppercase
1733,S/C,ESOMEPRAZOL 40 MG,ESOMEPRAZOL 40 MG,II-42140/2016,40 mg,40,caja X 30 comprimido,X 30,comprimido,Alemania,Fraccionados A menor a 500,7,14,CAJA X,activo,2023-04-19 14:15:42,2025-07-08 14:39:13,RAICES,"<a href=""javascript:void(0)"" data-bs-toggle=""modal"" onclick=""editarProducto(1733)"" class="" btn btn-primary btn-sm"" title=""Editar""><i class=""fas fa-pen text-white""></i></a>&nbsp;&nbsp;<button type=""button"" name=""delete"" id=""1733""  class=""delete btn btn-danger btn-sm""><i class=""fas fa-trash""></i></button>",ALVARO CABERO ALVAREZ,background-color:#343a40;color:white; text-transform:uppercase
1744,S/C,GENTAMICINA 0.3% SOL. OFTALMICA  X10 ML,GENTAMICINA 0.3% SOL. OFTALMICA  X10 ML,II-32397/2021,10 ml,10,caja X 1 frasco,X 1,frasco,Colombia,Fraccionados A menor a 500,7,12,,activo,2023-05-16 17:30:49,2023-05-16 17:30:49,RAICES,"<a href=""javascript:void(0)"" data-bs-toggle=""modal"" onclick=""editarProducto(1744)"" class="" btn btn-primary btn-sm"" title=""Editar""><i class=""fas fa-pen text-white""></i></a>&nbsp;&nbsp;<button type=""button"" name=""delete"" id=""1744""  class=""delete btn btn-danger btn-sm""><i class=""fas fa-trash""></i></button>",ELIANA ROSARIO QUINTANILLA TABOADA,background-color:#343a40;color:white; text-transform:uppercase
2004,1901030,AMIODARONA DE CLORHIDRATO 200MG (TABLETAS),amiodarona de clorhidrato 200mg (tabletas),II-42274/2022,X  10 TAB mg,X  10 TAB,caja X 10 tabletas,X 10,tabletas,Colombia,Fraccionados A menor a 500,7,14,CAJA X 10,activo,2024-02-15 12:52:23,2025-06-20 09:46:13,RAICES,"<a href=""javascript:void(0)"" data-bs-toggle=""modal"" onclick=""editarProducto(2004)"" class="" btn btn-primary btn-sm"" title=""Editar""><i class=""fas fa-pen text-white""></i></a>&nbsp;&nbsp;<button type=""button"" name=""delete"" id=""2004""  class=""delete btn btn-danger btn-sm""><i class=""fas fa-trash""></i></button>",ALVARO CABERO ALVAREZ,background-color:#343a40;color:white; text-transform:uppercase
2005,1901558,OCAM PROTECT MELOXICAM 15 MG. COMPRIMIDOS,MELOXICAM 15 MG + ESOMEPRAZOL 20 MG COMPRIMIDOS,II-78354/2021,X 10 mg,X 10,caja X 10 tabletas,X 10,tabletas,Colombia,Fraccionados A menor a 500,7,14,CAJA X 10,activo,2024-02-15 12:54:45,2024-09-13 11:53:19,RAICES,"<a href=""javascript:void(0)"" data-bs-toggle=""modal"" onclick=""editarProducto(2005)"" class="" btn btn-primary btn-sm"" title=""Editar""><i class=""fas fa-pen text-white""></i></a>&nbsp;&nbsp;<button type=""button"" name=""delete"" id=""2005""  class=""delete btn btn-danger btn-sm""><i class=""fas fa-trash""></i></button>",ALVARO CABERO ALVAREZ,background-color:#343a40;color:white; text-transform:uppercase
2268,S/D,VITAMINA C 500 MG COMPRIMIDOS,VITAMINA C 500 MG COMPRIMIDOS,II-32396,500 mg,500,caja 100 comprimido,100,comprimido,Bolivia,Fraccionados A menor a 500,7,14,CAJON X,activo,2025-01-24 11:35:29,2025-01-24 11:35:29,RAICES,"<a href=""javascript:void(0)"" data-bs-toggle=""modal"" onclick=""editarProducto(2268)"" class="" btn btn-primary btn-sm"" title=""Editar""><i class=""fas fa-pen text-white""></i></a>&nbsp;&nbsp;<button type=""button"" name=""delete"" id=""2268""  class=""delete btn btn-danger btn-sm""><i class=""fas fa-trash""></i></button>",ALVARO CABERO ALVAREZ,background-color:#343a40;color:white; text-transform:uppercase
999,s/MED,CLARITROMICINA 500 COMPRIMIDOS ,CLARITROMICINA 500  MG COMPRIMIDOS ,II-28968/2019,X10 mg,X10,caja x10 comprimido,x10,comprimido,Colombia,Fraccionados A menor a 500,7,28,,activo,2020-06-05 17:29:00,2022-12-29 13:36:00,RAICES,"<a href=""javascript:void(0)"" data-bs-toggle=""modal"" onclick=""editarProducto(999)"" class="" btn btn-primary btn-sm"" title=""Editar""><i class=""fas fa-pen text-white""></i></a>&nbsp;&nbsp;<button type=""button"" name=""delete"" id=""999""  class=""delete btn btn-danger btn-sm""><i class=""fas fa-trash""></i></button>",BRIAN CALEB MAMANI,background-color:#343a40;color:white; text-transform:uppercase
2290,S/D,VITAMINA C 500MG COMPRIMIDO SABOR NARANJA,VITAMINA C 500MG COMPRIMIDO SABOR NARANJA,R.S. II-32396/2021,500 mg,500,caja 100 comprimido,100,comprimido,Colombia,Fraccionados A menor a 500,7,14,CAJON X,activo,2025-02-18 13:03:41,2025-02-18 15:01:04,RAICES,"<a href=""javascript:void(0)"" data-bs-toggle=""modal"" onclick=""editarProducto(2290)"" class="" btn btn-primary btn-sm"" title=""Editar""><i class=""fas fa-pen text-white""></i></a>&nbsp;&nbsp;<button type=""button"" name=""delete"" id=""2290""  class=""delete btn btn-danger btn-sm""><i class=""fas fa-trash""></i></button>",ALVARO CABERO ALVAREZ,background-color:#343a40;color:white; text-transform:uppercase
2291,S/D,VITAMINA C 500MG COMPRIMIDO SABOR MANDARINA,VITAMINA C 500MG COMPRIMIDO SABOR MANDARINA,R.S. II-32396/2021,500 mg,500,caja 100 comprimido,100,comprimido,Colombia,Fraccionados A menor a 500,7,14,CAJON X,activo,2025-02-18 14:07:47,2025-02-18 14:57:52,RAICES,"<a href=""javascript:void(0)"" data-bs-toggle=""modal"" onclick=""editarProducto(2291)"" class="" btn btn-primary btn-sm"" title=""Editar""><i class=""fas fa-pen text-white""></i></a>&nbsp;&nbsp;<button type=""button"" name=""delete"" id=""2291""  class=""delete btn btn-danger btn-sm""><i class=""fas fa-trash""></i></button>",ALVARO CABERO ALVAREZ,background-color:#343a40;color:white; text-transform:uppercase
2042,000,AMITRIPTILINA CLORHIDRATO 25 MG,AMITRIPTILINA XLORHIDRATO 25 MG,II-47703/2017,X 30 mg,X 30,caja X 30 tabletas,X 30,tabletas,Colombia,Fraccionados A menor a 500,7,34,CAJA X 30,activo,2024-03-28 14:26:51,2024-03-28 14:26:51,RAICES,"<a href=""javascript:void(0)"" data-bs-toggle=""modal"" onclick=""editarProducto(2042)"" class="" btn btn-primary btn-sm"" title=""Editar""><i class=""fas fa-pen text-white""></i></a>&nbsp;&nbsp;<button type=""button"" name=""delete"" id=""2042""  class=""delete btn btn-danger btn-sm""><i class=""fas fa-trash""></i></button>",RAQUEL RIVERA LUTINO,background-color:#343a40;color:white; text-transform:uppercase
309,G-2-6-1,AMOXICILINA 1 G COMPRIMIDOS,AMOXICILINA 1 G COMPRIMIDOS,II-57939/2016,1 gr,1,caja x500 comprimido,x500,comprimido,China,Fraccionados A menor a 500,8,28,,eliminado,-0001-11-30 00:00:00,2022-12-28 13:16:00,KADILA,"<a href=""javascript:void(0)"" data-bs-toggle=""modal"" onclick=""editarProducto(309)"" class="" btn btn-primary btn-sm"" title=""Editar""><i class=""fas fa-pen text-white""></i></a>&nbsp;&nbsp;<button type=""button"" name=""delete"" id=""309""  class=""delete btn btn-danger btn-sm""><i class=""fas fa-trash""></i></button>",BRIAN CALEB MAMANI,background-color:#343a40;color:white; text-transform:uppercase
310,G-2-6,CLORANFENICOL 0.5% SOL OFT. 10 ML,CLORANFENICOL 0.5% SOL OFT. 10 ML,II-58431/2016,"0,5 %","0,5",caja x1 comprimido,x1,comprimido,China,Fraccionados A menor a 500,8,12,,eliminado,-0001-11-30 00:00:00,2023-01-04 20:34:00,KADILA,"<a href=""javascript:void(0)"" data-bs-toggle=""modal"" onclick=""editarProducto(310)"" class="" btn btn-primary btn-sm"" title=""Editar""><i class=""fas fa-pen text-white""></i></a>&nbsp;&nbsp;<button type=""button"" name=""delete"" id=""310""  class=""delete btn btn-danger btn-sm""><i class=""fas fa-trash""></i></button>",ELIANA ROSARIO QUINTANILLA TABOADA,background-color:#343a40;color:white; text-transform:uppercase
311,G-2-6-2,SULFATO FERRESO + ACIDO FOLICO +VITAMINA C COMPRIMIDOS,SULFATO FERROSO + ACIDO FOLICO +VITAMINA C COMPRIMIDOS,II-57969/2016,s/concentracion ml,s/concentracion,caja x100 comprimido,x100,comprimido,China,Fraccionados A menor a 500,8,28,,eliminado,-0001-11-30 00:00:00,2022-12-28 13:15:00,KADILA,"<a href=""javascript:void(0)"" data-bs-toggle=""modal"" onclick=""editarProducto(311)"" class="" btn btn-primary btn-sm"" title=""Editar""><i class=""fas fa-pen text-white""></i></a>&nbsp;&nbsp;<button type=""button"" name=""delete"" id=""311""  class=""delete btn btn-danger btn-sm""><i class=""fas fa-trash""></i></button>",BRIAN CALEB MAMANI,background-color:#343a40;color:white; text-transform:uppercase
312,G-2-6-3,ZINC 20 MG COMPRIMIDOS,ZINC 20 MG COMPRIMIDOS,II-57924/2016,20 mg,20,caja x100 comprimido,x100,comprimido,China,Fraccionados A menor a 500,8,28,,eliminado,-0001-11-30 00:00:00,2022-12-28 13:06:00,KADILA,"<a href=""javascript:void(0)"" data-bs-toggle=""modal"" onclick=""editarProducto(312)"" class="" btn btn-primary btn-sm"" title=""Editar""><i class=""fas fa-pen text-white""></i></a>&nbsp;&nbsp;<button type=""button"" name=""delete"" id=""312""  class=""delete btn btn-danger btn-sm""><i class=""fas fa-trash""></i></button>",BRIAN CALEB MAMANI,background-color:#343a40;color:white; text-transform:uppercase
313,G-2-6-4,ZINC SULFATO JARABE 20 G/5 ML X 121,ZINC SULFATO JARABE 20 G/5 ML X 121,II-58000/2016,20 gr,20,caja x1 jarabe,x1,jarabe,China,Fraccionados A menor a 500,8,28,,eliminado,-0001-11-30 00:00:00,2022-12-28 13:10:00,KADILA,"<a href=""javascript:void(0)"" data-bs-toggle=""modal"" onclick=""editarProducto(313)"" class="" btn btn-primary btn-sm"" title=""Editar""><i class=""fas fa-pen text-white""></i></a>&nbsp;&nbsp;<button type=""button"" name=""delete"" id=""313""  class=""delete btn btn-danger btn-sm""><i class=""fas fa-trash""></i></button>",BRIAN CALEB MAMANI,background-color:#343a40;color:white; text-transform:uppercase
314,G-2-6-5,AGUA DESTILADA AMPOLLA,AGUA DESTILADA AMPOLLA,II-59653/2016,5 ml,5,caja x100 inyectable,x100,inyectable,China,Fraccionados A menor a 500,8,28,,eliminado,-0001-11-30 00:00:00,2022-12-28 13:22:00,KADILA,"<a href=""javascript:void(0)"" data-bs-toggle=""modal"" onclick=""editarProducto(314)"" class="" btn btn-primary btn-sm"" title=""Editar""><i class=""fas fa-pen text-white""></i></a>&nbsp;&nbsp;<button type=""button"" name=""delete"" id=""314""  class=""delete btn btn-danger btn-sm""><i class=""fas fa-trash""></i></button>",BRIAN CALEB MAMANI,background-color:#343a40;color:white; text-transform:uppercase
1864,S/C,GENTAMICINA 0.3% SOL. OFTALMICA  X10 ML,GENTAMICINA 0.3% SOL. OFTALMICA  X10 ML,II-57946/2021,10 ml,10,frasco X 1 comprimido,X 1,comprimido,Bolivia,Fraccionados A menor a 500,8,14,CAJA X,activo,2023-08-04 12:26:35,2024-01-26 16:12:20,KADILA,"<a href=""javascript:void(0)"" data-bs-toggle=""modal"" onclick=""editarProducto(1864)"" class="" btn btn-primary btn-sm"" title=""Editar""><i class=""fas fa-pen text-white""></i></a>&nbsp;&nbsp;<button type=""button"" name=""delete"" id=""1864""  class=""delete btn btn-danger btn-sm""><i class=""fas fa-trash""></i></button>",ALVARO CABERO ALVAREZ,background-color:#343a40;color:white; text-transform:uppercase
868,S/DEG,SALES DE REHIDRATACION ORAL ,SALES DE REHIDRATACION ORAL ,0,pieza gr,pieza,caja x50 sobre,x50,sobre,China,Fraccionados A menor a 500,8,12,,eliminado,2020-02-08 16:20:00,2023-01-11 20:26:00,KADILA,"<a href=""javascript:void(0)"" data-bs-toggle=""modal"" onclick=""editarProducto(868)"" class="" btn btn-primary btn-sm"" title=""Editar""><i class=""fas fa-pen text-white""></i></a>&nbsp;&nbsp;<button type=""button"" name=""delete"" id=""868""  class=""delete btn btn-danger btn-sm""><i class=""fas fa-trash""></i></button>",ELIANA ROSARIO QUINTANILLA TABOADA,background-color:#343a40;color:white; text-transform:uppercase
1141,s/in,PARACETAMOL 500 MG  COMPRIMIDOS,PARACETAMOL 500 MG  COMPRIMIDOS,II-71999/2019,CJN (10X50X40) 20000 ml,CJN (10X50X40) 20000,caja 500 comprimido,500,comprimido,China,Fraccionados A menor a 500,8,28,,eliminado,2020-10-19 17:02:00,2022-12-29 13:58:00,KADILA,"<a href=""javascript:void(0)"" data-bs-toggle=""modal"" onclick=""editarProducto(1141)"" class="" btn btn-primary btn-sm"" title=""Editar""><i class=""fas fa-pen text-white""></i></a>&nbsp;&nbsp;<button type=""button"" name=""delete"" id=""1141""  class=""delete btn btn-danger btn-sm""><i class=""fas fa-trash""></i></button>",BRIAN CALEB MAMANI,background-color:#343a40;color:white; text-transform:uppercase
1679,s/c,AMOXICILINA 500 MG/60ML,AMOXICILINA 500 MG/60ml,S/R,500/60 gr/ml,500/60,caja x 50 suspension,x 50,suspension,Alemania,,8,12,CAJA * ,activo,2022-12-27 19:42:00,2022-12-27 19:42:00,KADILA,"<a href=""javascript:void(0)"" data-bs-toggle=""modal"" onclick=""editarProducto(1679)"" class="" btn btn-primary btn-sm"" title=""Editar""><i class=""fas fa-pen text-white""></i></a>&nbsp;&nbsp;<button type=""button"" name=""delete"" id=""1679""  class=""delete btn btn-danger btn-sm""><i class=""fas fa-trash""></i></button>",ELIANA ROSARIO QUINTANILLA TABOADA,background-color:#343a40;color:white; text-transform:uppercase
820,P-5-10,GUANTES QUIRURGICOS 6,GUANTES QUIRURGICOS 6,II-40315/2015,6 gr,6,caja X 500 sobre,X 500,sobre,China,Fraccionados A menor a 500,9,28,,eliminado,2019-12-23 21:09:00,2022-12-29 13:16:00,SALUD Y NUTRICION,"<a href=""javascript:void(0)"" data-bs-toggle=""modal"" onclick=""editarProducto(820)"" class="" btn btn-primary btn-sm"" title=""Editar""><i class=""fas fa-pen text-white""></i></a>&nbsp;&nbsp;<button type=""button"" name=""delete"" id=""820""  class=""delete btn btn-danger btn-sm""><i class=""fas fa-trash""></i></button>",BRIAN CALEB MAMANI,background-color:#343a40;color:white; text-transform:uppercase
821,P-5-11,GUANTES QUIRURGICOS 6 1/2,GUANTES QUIRURGICOS 6 1/2,DI-64001/2017,6.5 gr,6.5,caja X 500 sobre,X 500,sobre,China,Fraccionados A menor a 500,9,28,,eliminado,2019-12-23 21:10:00,2022-12-29 13:16:00,SALUD Y NUTRICION,"<a href=""javascript:void(0)"" data-bs-toggle=""modal"" onclick=""editarProducto(821)"" class="" btn btn-primary btn-sm"" title=""Editar""><i class=""fas fa-pen text-white""></i></a>&nbsp;&nbsp;<button type=""button"" name=""delete"" id=""821""  class=""delete btn btn-danger btn-sm""><i class=""fas fa-trash""></i></button>",BRIAN CALEB MAMANI,background-color:#343a40;color:white; text-transform:uppercase
822,P-5-12,GUANTES QUIRURGICOS 7,GUANTES QUIRURGICOS 7,DI-64001/2017,7 gr,7,caja X 500 sobre,X 500,sobre,China,Fraccionados A menor a 500,9,28,,eliminado,2019-12-23 21:12:00,2022-12-29 13:16:00,SALUD Y NUTRICION,"<a href=""javascript:void(0)"" data-bs-toggle=""modal"" onclick=""editarProducto(822)"" class="" btn btn-primary btn-sm"" title=""Editar""><i class=""fas fa-pen text-white""></i></a>&nbsp;&nbsp;<button type=""button"" name=""delete"" id=""822""  class=""delete btn btn-danger btn-sm""><i class=""fas fa-trash""></i></button>",BRIAN CALEB MAMANI,background-color:#343a40;color:white; text-transform:uppercase
823,P-5-13,GUANTES QUIRURGICOS 7 1/2,GUANTES QUIRURGICOS 7 1/2,DI-64001/217,7.5 gr,7.5,caja X 500 sobre,X 500,sobre,China,Fraccionados A menor a 500,9,28,,eliminado,2019-12-23 21:12:00,2022-12-29 13:16:00,SALUD Y NUTRICION,"<a href=""javascript:void(0)"" data-bs-toggle=""modal"" onclick=""editarProducto(823)"" class="" btn btn-primary btn-sm"" title=""Editar""><i class=""fas fa-pen text-white""></i></a>&nbsp;&nbsp;<button type=""button"" name=""delete"" id=""823""  class=""delete btn btn-danger btn-sm""><i class=""fas fa-trash""></i></button>",BRIAN CALEB MAMANI,background-color:#343a40;color:white; text-transform:uppercase
